"","subject","item","region","measure","condition","rawdata","group","sort","skips","nozero","ambiguity","continuation"
"25240","Native 7",3,"continuation","tt",1,285,"Native","continuation tt",0,285,"Ambiguous","Consistent"
"25242","Native 7",9,"continuation","tt",3,113,"Native","continuation tt",0,113,"Ambiguous","Inconsistent"
"25243","Native 7",1,"continuation","tt",3,326,"Native","continuation tt",0,326,"Ambiguous","Inconsistent"
"25244","Native 7",7,"continuation","tt",1,0,"Native","continuation tt",1,NA,"Ambiguous","Consistent"
"25250","Native 7",15,"continuation","tt",1,295,"Native","continuation tt",0,295,"Ambiguous","Consistent"
"25252","Native 7",12,"continuation","tt",2,552,"Native","continuation tt",0,552,"Unambiguous","Consistent"
"25253","Native 7",24,"continuation","tt",2,163,"Native","continuation tt",0,163,"Unambiguous","Consistent"
"25256","Native 7",22,"continuation","tt",4,668,"Native","continuation tt",0,668,"Unambiguous","Inconsistent"
"25257","Native 7",8,"continuation","tt",2,667,"Native","continuation tt",0,667,"Unambiguous","Consistent"
"25258","Native 7",6,"continuation","tt",4,709,"Native","continuation tt",0,709,"Unambiguous","Inconsistent"
"25259","Native 7",16,"continuation","tt",2,650,"Native","continuation tt",0,650,"Unambiguous","Consistent"
"25262","Native 7",18,"continuation","tt",4,343,"Native","continuation tt",0,343,"Unambiguous","Inconsistent"
"25263","Native 7",2,"continuation","tt",4,299,"Native","continuation tt",0,299,"Unambiguous","Inconsistent"
"25266","Native 7",11,"continuation","tt",1,216,"Native","continuation tt",0,216,"Ambiguous","Consistent"
"25268","Native 7",14,"continuation","tt",4,606,"Native","continuation tt",0,606,"Unambiguous","Inconsistent"
"25269","Native 7",13,"continuation","tt",3,216,"Native","continuation tt",0,216,"Ambiguous","Inconsistent"
"25271","Native 7",5,"continuation","tt",3,484,"Native","continuation tt",0,484,"Ambiguous","Inconsistent"
"25273","Native 7",19,"continuation","tt",1,246,"Native","continuation tt",0,246,"Ambiguous","Consistent"
"25277","Native 7",21,"continuation","tt",3,239,"Native","continuation tt",0,239,"Ambiguous","Inconsistent"
"25279","Native 7",23,"continuation","tt",1,629,"Native","continuation tt",0,629,"Ambiguous","Consistent"
"25280","Native 7",4,"continuation","tt",2,567,"Native","continuation tt",0,567,"Unambiguous","Consistent"
"25281","Native 7",17,"continuation","tt",3,853,"Native","continuation tt",0,853,"Ambiguous","Inconsistent"
"25283","Native 7",10,"continuation","tt",4,749,"Native","continuation tt",0,749,"Unambiguous","Inconsistent"
"25286","Native 8",10,"continuation","tt",1,174,"Native","continuation tt",0,174,"Ambiguous","Consistent"
"25287","Native 8",6,"continuation","tt",1,175,"Native","continuation tt",0,175,"Ambiguous","Consistent"
"25288","Native 8",9,"continuation","tt",4,648,"Native","continuation tt",0,648,"Unambiguous","Inconsistent"
"25289","Native 8",12,"continuation","tt",3,178,"Native","continuation tt",0,178,"Ambiguous","Inconsistent"
"25290","Native 8",15,"continuation","tt",2,281,"Native","continuation tt",0,281,"Unambiguous","Consistent"
"25291","Native 8",8,"continuation","tt",3,159,"Native","continuation tt",0,159,"Ambiguous","Inconsistent"
"25297","Native 8",22,"continuation","tt",1,291,"Native","continuation tt",0,291,"Ambiguous","Consistent"
"25299","Native 8",16,"continuation","tt",3,556,"Native","continuation tt",0,556,"Ambiguous","Inconsistent"
"25301","Native 8",18,"continuation","tt",1,141,"Native","continuation tt",0,141,"Ambiguous","Consistent"
"25305","Native 8",4,"continuation","tt",3,973,"Native","continuation tt",0,973,"Ambiguous","Inconsistent"
"25306","Native 8",17,"continuation","tt",4,431,"Native","continuation tt",0,431,"Unambiguous","Inconsistent"
"25307","Native 8",13,"continuation","tt",4,738,"Native","continuation tt",0,738,"Unambiguous","Inconsistent"
"25308","Native 8",5,"continuation","tt",4,935,"Native","continuation tt",0,935,"Unambiguous","Inconsistent"
"25311","Native 8",14,"continuation","tt",1,245,"Native","continuation tt",0,245,"Ambiguous","Consistent"
"25313","Native 8",20,"continuation","tt",3,335,"Native","continuation tt",0,335,"Ambiguous","Inconsistent"
"25315","Native 8",7,"continuation","tt",2,140,"Native","continuation tt",0,140,"Unambiguous","Consistent"
"25316","Native 8",19,"continuation","tt",2,363,"Native","continuation tt",0,363,"Unambiguous","Consistent"
"25318","Native 8",11,"continuation","tt",2,144,"Native","continuation tt",0,144,"Unambiguous","Consistent"
"25319","Native 8",3,"continuation","tt",2,124,"Native","continuation tt",0,124,"Unambiguous","Consistent"
"25320","Native 8",23,"continuation","tt",2,156,"Native","continuation tt",0,156,"Unambiguous","Consistent"
"25326","Native 8",1,"continuation","tt",4,644,"Native","continuation tt",0,644,"Unambiguous","Inconsistent"
"25328","Native 8",2,"continuation","tt",1,264,"Native","continuation tt",0,264,"Ambiguous","Consistent"
"25329","Native 8",24,"continuation","tt",3,697,"Native","continuation tt",0,697,"Ambiguous","Inconsistent"
"25331","Native 8",21,"continuation","tt",4,1353,"Native","continuation tt",0,1353,"Unambiguous","Inconsistent"
"25332","Native 9",4,"continuation","tt",4,660,"Native","continuation tt",0,660,"Unambiguous","Inconsistent"
"25338","Native 9",2,"continuation","tt",2,519,"Native","continuation tt",0,519,"Unambiguous","Consistent"
"25340","Native 9",19,"continuation","tt",3,957,"Native","continuation tt",0,957,"Ambiguous","Inconsistent"
"25341","Native 9",7,"continuation","tt",3,1164,"Native","continuation tt",0,1164,"Ambiguous","Inconsistent"
"25343","Native 9",14,"continuation","tt",2,1031,"Native","continuation tt",0,1031,"Unambiguous","Consistent"
"25345","Native 9",21,"continuation","tt",1,416,"Native","continuation tt",0,416,"Ambiguous","Consistent"
"25348","Native 9",12,"continuation","tt",4,344,"Native","continuation tt",0,344,"Unambiguous","Inconsistent"
"25352","Native 9",20,"continuation","tt",4,1624,"Native","continuation tt",0,1624,"Unambiguous","Inconsistent"
"25353","Native 9",23,"continuation","tt",3,2065,"Native","continuation tt",0,2065,"Ambiguous","Inconsistent"
"25354","Native 9",24,"continuation","tt",4,953,"Native","continuation tt",0,953,"Unambiguous","Inconsistent"
"25356","Native 9",1,"continuation","tt",1,482,"Native","continuation tt",0,482,"Ambiguous","Consistent"
"25357","Native 9",22,"continuation","tt",2,619,"Native","continuation tt",0,619,"Unambiguous","Consistent"
"25358","Native 9",5,"continuation","tt",1,332,"Native","continuation tt",0,332,"Ambiguous","Consistent"
"25363","Native 9",18,"continuation","tt",2,190,"Native","continuation tt",0,190,"Unambiguous","Consistent"
"25364","Native 9",8,"continuation","tt",4,801,"Native","continuation tt",0,801,"Unambiguous","Inconsistent"
"25368","Native 9",3,"continuation","tt",3,2165,"Native","continuation tt",0,2165,"Ambiguous","Inconsistent"
"25369","Native 9",13,"continuation","tt",1,654,"Native","continuation tt",0,654,"Ambiguous","Consistent"
"25371","Native 9",11,"continuation","tt",3,601,"Native","continuation tt",0,601,"Ambiguous","Inconsistent"
"25374","Native 9",9,"continuation","tt",1,191,"Native","continuation tt",0,191,"Ambiguous","Consistent"
"25375","Native 9",16,"continuation","tt",4,266,"Native","continuation tt",0,266,"Unambiguous","Inconsistent"
"25376","Native 9",15,"continuation","tt",3,635,"Native","continuation tt",0,635,"Ambiguous","Inconsistent"
"25377","Native 9",6,"continuation","tt",2,1119,"Native","continuation tt",0,1119,"Unambiguous","Consistent"
"25378","Native 9",17,"continuation","tt",1,687,"Native","continuation tt",0,687,"Ambiguous","Consistent"
"25379","Native 9",10,"continuation","tt",2,516,"Native","continuation tt",0,516,"Unambiguous","Consistent"
"25380","Native 10",20,"continuation","tt",1,1385,"Native","continuation tt",0,1385,"Ambiguous","Consistent"
"25383","Native 10",11,"continuation","tt",4,604,"Native","continuation tt",0,604,"Unambiguous","Inconsistent"
"25389","Native 10",9,"continuation","tt",2,1233,"Native","continuation tt",0,1233,"Unambiguous","Consistent"
"25391","Native 10",14,"continuation","tt",3,502,"Native","continuation tt",0,502,"Ambiguous","Inconsistent"
"25394","Native 10",19,"continuation","tt",4,523,"Native","continuation tt",0,523,"Unambiguous","Inconsistent"
"25399","Native 10",10,"continuation","tt",3,1918,"Native","continuation tt",0,1918,"Ambiguous","Inconsistent"
"25400","Native 10",6,"continuation","tt",3,471,"Native","continuation tt",0,471,"Ambiguous","Inconsistent"
"25401","Native 10",22,"continuation","tt",3,871,"Native","continuation tt",0,871,"Ambiguous","Inconsistent"
"25402","Native 10",17,"continuation","tt",2,1060,"Native","continuation tt",0,1060,"Unambiguous","Consistent"
"25404","Native 10",18,"continuation","tt",3,169,"Native","continuation tt",0,169,"Ambiguous","Inconsistent"
"25405","Native 10",12,"continuation","tt",1,295,"Native","continuation tt",0,295,"Ambiguous","Consistent"
"25406","Native 10",15,"continuation","tt",4,557,"Native","continuation tt",0,557,"Unambiguous","Inconsistent"
"25407","Native 10",1,"continuation","tt",2,289,"Native","continuation tt",0,289,"Unambiguous","Consistent"
"25409","Native 10",4,"continuation","tt",1,499,"Native","continuation tt",0,499,"Ambiguous","Consistent"
"25410","Native 10",21,"continuation","tt",2,480,"Native","continuation tt",0,480,"Unambiguous","Consistent"
"25414","Native 10",3,"continuation","tt",4,1908,"Native","continuation tt",0,1908,"Unambiguous","Inconsistent"
"25416","Native 10",23,"continuation","tt",4,363,"Native","continuation tt",0,363,"Unambiguous","Inconsistent"
"25417","Native 10",5,"continuation","tt",2,277,"Native","continuation tt",0,277,"Unambiguous","Consistent"
"25418","Native 10",24,"continuation","tt",1,386,"Native","continuation tt",0,386,"Ambiguous","Consistent"
"25420","Native 10",16,"continuation","tt",1,916,"Native","continuation tt",0,916,"Ambiguous","Consistent"
"25421","Native 10",7,"continuation","tt",4,435,"Native","continuation tt",0,435,"Unambiguous","Inconsistent"
"25425","Native 10",2,"continuation","tt",3,557,"Native","continuation tt",0,557,"Ambiguous","Inconsistent"
"25426","Native 10",8,"continuation","tt",1,237,"Native","continuation tt",0,237,"Ambiguous","Consistent"
"25427","Native 10",13,"continuation","tt",2,466,"Native","continuation tt",0,466,"Unambiguous","Consistent"
"25430","Native 11",12,"continuation","tt",2,237,"Native","continuation tt",0,237,"Unambiguous","Consistent"
"25431","Native 11",23,"continuation","tt",1,413,"Native","continuation tt",0,413,"Ambiguous","Consistent"
"25432","Native 11",18,"continuation","tt",4,528,"Native","continuation tt",0,528,"Unambiguous","Inconsistent"
"25433","Native 11",21,"continuation","tt",3,208,"Native","continuation tt",0,208,"Ambiguous","Inconsistent"
"25434","Native 11",13,"continuation","tt",3,393,"Native","continuation tt",0,393,"Ambiguous","Inconsistent"
"25435","Native 11",8,"continuation","tt",2,0,"Native","continuation tt",1,NA,"Unambiguous","Consistent"
"25439","Native 11",19,"continuation","tt",1,240,"Native","continuation tt",0,240,"Ambiguous","Consistent"
"25443","Native 11",3,"continuation","tt",1,0,"Native","continuation tt",1,NA,"Ambiguous","Consistent"
"25450","Native 11",4,"continuation","tt",2,1049,"Native","continuation tt",0,1049,"Unambiguous","Consistent"
"25454","Native 11",22,"continuation","tt",4,650,"Native","continuation tt",0,650,"Unambiguous","Inconsistent"
"25455","Native 11",11,"continuation","tt",1,344,"Native","continuation tt",0,344,"Ambiguous","Consistent"
"25456","Native 11",6,"continuation","tt",4,605,"Native","continuation tt",0,605,"Unambiguous","Inconsistent"
"25457","Native 11",17,"continuation","tt",3,166,"Native","continuation tt",0,166,"Ambiguous","Inconsistent"
"25459","Native 11",7,"continuation","tt",1,183,"Native","continuation tt",0,183,"Ambiguous","Consistent"
"25460","Native 11",24,"continuation","tt",2,304,"Native","continuation tt",0,304,"Unambiguous","Consistent"
"25461","Native 11",15,"continuation","tt",1,0,"Native","continuation tt",1,NA,"Ambiguous","Consistent"
"25463","Native 11",9,"continuation","tt",3,232,"Native","continuation tt",0,232,"Ambiguous","Inconsistent"
"25465","Native 11",5,"continuation","tt",3,372,"Native","continuation tt",0,372,"Ambiguous","Inconsistent"
"25466","Native 11",16,"continuation","tt",2,0,"Native","continuation tt",1,NA,"Unambiguous","Consistent"
"25468","Native 11",1,"continuation","tt",3,0,"Native","continuation tt",1,NA,"Ambiguous","Inconsistent"
"25469","Native 11",2,"continuation","tt",4,131,"Native","continuation tt",0,131,"Unambiguous","Inconsistent"
"25470","Native 11",10,"continuation","tt",4,0,"Native","continuation tt",1,NA,"Unambiguous","Inconsistent"
"25472","Native 11",14,"continuation","tt",4,174,"Native","continuation tt",0,174,"Unambiguous","Inconsistent"
"25473","Native 11",20,"continuation","tt",2,0,"Native","continuation tt",1,NA,"Unambiguous","Consistent"
"25476","Native 12",18,"continuation","tt",3,446,"Native","continuation tt",0,446,"Ambiguous","Inconsistent"
"25477","Native 12",7,"continuation","tt",4,869,"Native","continuation tt",0,869,"Unambiguous","Inconsistent"
